Starting time: Wed Aug  7 18:10:57 CEST 2024
no change     /proj/gaia/RayDT/mamba_ray/condabin/conda
no change     /proj/gaia/RayDT/mamba_ray/bin/conda
no change     /proj/gaia/RayDT/mamba_ray/bin/conda-env
no change     /proj/gaia/RayDT/mamba_ray/bin/activate
no change     /proj/gaia/RayDT/mamba_ray/bin/deactivate
no change     /proj/gaia/RayDT/mamba_ray/etc/profile.d/conda.sh
no change     /proj/gaia/RayDT/mamba_ray/etc/fish/conf.d/conda.fish
no change     /proj/gaia/RayDT/mamba_ray/shell/condabin/Conda.psm1
no change     /proj/gaia/RayDT/mamba_ray/shell/condabin/conda-hook.ps1
no change     /proj/gaia/RayDT/mamba_ray/lib/python3.10/site-packages/xontrib/conda.xsh
no change     /proj/gaia/RayDT/mamba_ray/etc/profile.d/conda.csh
no change     /home/x_yifji/.bashrc
No action taken.
config =  {'env_index': 75, 'add_surface_index': False, 'eval_from': None, 'test_seed': 42, 'test_data': 'test', 'Tx_id': 0, 'allTx': True, 'Rx_id': None, 'Rx1_id': None, 'Rx2_id': None, 'debug_path_flag': False, 'path_id': 6, 'add_noise': True, 'optim_load': False, 'small_batch': False, 'big_batch': False, 'debug': False, 'produce_fig': False, 'wandb': True, 'replot_baseline_only': False, 'Ofunc': False, 'noise_sample': 5, 'path': None, 'data_postfix': '_noise', 'data_prefix': 'allTx', 'gen_func': <function gen_data_sample_across_rx at 0x14a26d660dc0>}
========== Training config ==========
Found matching repo for training dataset: allTx_HFds__noise_noise_5__20240610_005713_obj_75
========== loading Data from /proj/gaia/RayDT/dataset/processed_data/train/all_Tx_data/allTx_HFds__noise_noise_5__20240610_005713_obj_75 ==========
========== Training Data is loaded ==========
========== Model is initialized ==========
{'loss': 1.6186, 'grad_norm': 3.7230937480926514, 'learning_rate': 3.773584905660378e-07, 'epoch': 0.19}
{'loss': 1.6124, 'grad_norm': 3.7173147201538086, 'learning_rate': 7.547169811320755e-07, 'epoch': 0.38}
{'loss': 1.6018, 'grad_norm': 3.690507173538208, 'learning_rate': 1.1320754716981131e-06, 'epoch': 0.57}
{'loss': 1.5835, 'grad_norm': 3.6927695274353027, 'learning_rate': 1.509433962264151e-06, 'epoch': 0.75}
{'loss': 1.5657, 'grad_norm': 3.636259078979492, 'learning_rate': 1.8867924528301887e-06, 'epoch': 0.94}
{'loss': 1.5394, 'grad_norm': 3.610128402709961, 'learning_rate': 2.2641509433962262e-06, 'epoch': 1.13}
{'loss': 1.507, 'grad_norm': 3.579374313354492, 'learning_rate': 2.6415094339622644e-06, 'epoch': 1.32}
{'loss': 1.4672, 'grad_norm': 3.5256059169769287, 'learning_rate': 3.018867924528302e-06, 'epoch': 1.51}
{'loss': 1.4245, 'grad_norm': 3.472477912902832, 'learning_rate': 3.3962264150943395e-06, 'epoch': 1.7}
{'loss': 1.3759, 'grad_norm': 3.3624088764190674, 'learning_rate': 3.7735849056603773e-06, 'epoch': 1.89}
{'loss': 1.322, 'grad_norm': 3.282003879547119, 'learning_rate': 4.150943396226415e-06, 'epoch': 2.08}
{'loss': 1.2562, 'grad_norm': 3.190326452255249, 'learning_rate': 4.5283018867924524e-06, 'epoch': 2.26}
{'loss': 1.1799, 'grad_norm': 3.04770565032959, 'learning_rate': 4.9056603773584915e-06, 'epoch': 2.45}
{'loss': 1.1041, 'grad_norm': 2.8942148685455322, 'learning_rate': 5.283018867924529e-06, 'epoch': 2.64}
{'loss': 1.0123, 'grad_norm': 2.6761810779571533, 'learning_rate': 5.660377358490566e-06, 'epoch': 2.83}
{'loss': 0.9236, 'grad_norm': 2.4453721046447754, 'learning_rate': 6.037735849056604e-06, 'epoch': 3.02}
{'loss': 0.8217, 'grad_norm': 2.1864101886749268, 'learning_rate': 6.415094339622642e-06, 'epoch': 3.21}
{'loss': 0.7195, 'grad_norm': 1.9237381219863892, 'learning_rate': 6.792452830188679e-06, 'epoch': 3.4}
{'loss': 0.6326, 'grad_norm': 1.667787790298462, 'learning_rate': 7.169811320754717e-06, 'epoch': 3.58}
{'loss': 0.5449, 'grad_norm': 1.4764968156814575, 'learning_rate': 7.547169811320755e-06, 'epoch': 3.77}
{'loss': 0.4782, 'grad_norm': 1.3229598999023438, 'learning_rate': 7.924528301886793e-06, 'epoch': 3.96}
{'loss': 0.4039, 'grad_norm': 1.2081598043441772, 'learning_rate': 8.30188679245283e-06, 'epoch': 4.15}
{'loss': 0.3215, 'grad_norm': 1.161566972732544, 'learning_rate': 8.679245283018868e-06, 'epoch': 4.34}
{'loss': 0.2439, 'grad_norm': 1.1412936449050903, 'learning_rate': 9.056603773584905e-06, 'epoch': 4.53}
{'loss': 0.1611, 'grad_norm': 1.1795355081558228, 'learning_rate': 9.433962264150944e-06, 'epoch': 4.72}
{'loss': 0.0741, 'grad_norm': 1.216915249824524, 'learning_rate': 9.811320754716983e-06, 'epoch': 4.91}
{'loss': -0.0088, 'grad_norm': 1.1830867528915405, 'learning_rate': 1.018867924528302e-05, 'epoch': 5.09}
{'loss': -0.0973, 'grad_norm': 1.0789130926132202, 'learning_rate': 1.0566037735849058e-05, 'epoch': 5.28}
{'loss': -0.1756, 'grad_norm': 1.0100173950195312, 'learning_rate': 1.0943396226415095e-05, 'epoch': 5.47}
{'loss': -0.249, 'grad_norm': 0.9669683575630188, 'learning_rate': 1.1320754716981132e-05, 'epoch': 5.66}
{'loss': -0.3323, 'grad_norm': 0.939333438873291, 'learning_rate': 1.169811320754717e-05, 'epoch': 5.85}
{'loss': -0.4186, 'grad_norm': 0.9958054423332214, 'learning_rate': 1.2075471698113209e-05, 'epoch': 6.04}
{'loss': -0.5233, 'grad_norm': 0.93596351146698, 'learning_rate': 1.2452830188679246e-05, 'epoch': 6.23}
{'loss': -0.624, 'grad_norm': 0.8991433382034302, 'learning_rate': 1.2830188679245283e-05, 'epoch': 6.42}
{'loss': -0.7143, 'grad_norm': 0.8238928914070129, 'learning_rate': 1.320754716981132e-05, 'epoch': 6.6}
{'loss': -0.7829, 'grad_norm': 0.8688793778419495, 'learning_rate': 1.3584905660377358e-05, 'epoch': 6.79}
{'loss': -0.8622, 'grad_norm': 0.8346443772315979, 'learning_rate': 1.3962264150943397e-05, 'epoch': 6.98}
{'loss': -0.9384, 'grad_norm': 0.9448943138122559, 'learning_rate': 1.4339622641509435e-05, 'epoch': 7.17}
{'loss': -1.0092, 'grad_norm': 0.9024491906166077, 'learning_rate': 1.4716981132075472e-05, 'epoch': 7.36}
{'loss': -1.0784, 'grad_norm': 1.259117603302002, 'learning_rate': 1.509433962264151e-05, 'epoch': 7.55}
{'loss': -1.1392, 'grad_norm': 0.9727945327758789, 'learning_rate': 1.5471698113207547e-05, 'epoch': 7.74}
{'loss': -1.2056, 'grad_norm': 1.4915180206298828, 'learning_rate': 1.5849056603773586e-05, 'epoch': 7.92}
{'loss': -1.2647, 'grad_norm': 1.2210078239440918, 'learning_rate': 1.622641509433962e-05, 'epoch': 8.11}
{'loss': -1.3198, 'grad_norm': 1.3744447231292725, 'learning_rate': 1.660377358490566e-05, 'epoch': 8.3}
{'loss': -1.3745, 'grad_norm': 1.4297137260437012, 'learning_rate': 1.69811320754717e-05, 'epoch': 8.49}
{'loss': -1.4191, 'grad_norm': 1.7162281274795532, 'learning_rate': 1.7358490566037735e-05, 'epoch': 8.68}
{'loss': -1.4591, 'grad_norm': 1.330691933631897, 'learning_rate': 1.7735849056603774e-05, 'epoch': 8.87}
{'loss': -1.4987, 'grad_norm': 1.751878023147583, 'learning_rate': 1.811320754716981e-05, 'epoch': 9.06}
{'loss': -1.5368, 'grad_norm': 1.6051044464111328, 'learning_rate': 1.849056603773585e-05, 'epoch': 9.25}
{'loss': -1.5715, 'grad_norm': 2.08144474029541, 'learning_rate': 1.8867924528301888e-05, 'epoch': 9.43}
{'loss': -1.6106, 'grad_norm': 1.7080553770065308, 'learning_rate': 1.9245283018867927e-05, 'epoch': 9.62}
{'loss': -1.6361, 'grad_norm': 1.793567180633545, 'learning_rate': 1.9622641509433966e-05, 'epoch': 9.81}
{'loss': -1.665, 'grad_norm': 1.8733141422271729, 'learning_rate': 2e-05, 'epoch': 10.0}
{'loss': -1.7003, 'grad_norm': 2.0222115516662598, 'learning_rate': 2.037735849056604e-05, 'epoch': 10.19}
{'loss': -1.7278, 'grad_norm': 2.4005491733551025, 'learning_rate': 2.0754716981132076e-05, 'epoch': 10.38}
{'loss': -1.7606, 'grad_norm': 1.5674245357513428, 'learning_rate': 2.1132075471698115e-05, 'epoch': 10.57}
{'loss': -1.7792, 'grad_norm': 1.6305222511291504, 'learning_rate': 2.1509433962264154e-05, 'epoch': 10.75}
{'loss': -1.7986, 'grad_norm': 2.2830398082733154, 'learning_rate': 2.188679245283019e-05, 'epoch': 10.94}
{'loss': -1.8249, 'grad_norm': 2.032628059387207, 'learning_rate': 2.226415094339623e-05, 'epoch': 11.13}
{'loss': -1.8432, 'grad_norm': 2.6259193420410156, 'learning_rate': 2.2641509433962265e-05, 'epoch': 11.32}
{'loss': -1.8722, 'grad_norm': 4.152660369873047, 'learning_rate': 2.3018867924528304e-05, 'epoch': 11.51}
{'loss': -1.8876, 'grad_norm': 2.1164426803588867, 'learning_rate': 2.339622641509434e-05, 'epoch': 11.7}
{'loss': -1.9034, 'grad_norm': 2.995234727859497, 'learning_rate': 2.377358490566038e-05, 'epoch': 11.89}
{'loss': -1.9237, 'grad_norm': 2.9369068145751953, 'learning_rate': 2.4150943396226418e-05, 'epoch': 12.08}
{'loss': -1.943, 'grad_norm': 2.61079478263855, 'learning_rate': 2.4528301886792453e-05, 'epoch': 12.26}
{'loss': -1.9628, 'grad_norm': 2.8427233695983887, 'learning_rate': 2.4905660377358492e-05, 'epoch': 12.45}
{'loss': -1.9814, 'grad_norm': 2.265432596206665, 'learning_rate': 2.5283018867924528e-05, 'epoch': 12.64}
{'loss': -1.9906, 'grad_norm': 1.7511502504348755, 'learning_rate': 2.5660377358490567e-05, 'epoch': 12.83}
{'loss': -2.008, 'grad_norm': 3.6008782386779785, 'learning_rate': 2.6037735849056606e-05, 'epoch': 13.02}
{'loss': -2.0289, 'grad_norm': 2.8824987411499023, 'learning_rate': 2.641509433962264e-05, 'epoch': 13.21}
{'loss': -2.0401, 'grad_norm': 3.429206609725952, 'learning_rate': 2.679245283018868e-05, 'epoch': 13.4}
{'loss': -2.0617, 'grad_norm': 3.727753162384033, 'learning_rate': 2.7169811320754716e-05, 'epoch': 13.58}
{'loss': -2.0679, 'grad_norm': 3.0749244689941406, 'learning_rate': 2.7547169811320755e-05, 'epoch': 13.77}
{'loss': -2.0822, 'grad_norm': 2.3816323280334473, 'learning_rate': 2.7924528301886794e-05, 'epoch': 13.96}
{'loss': -2.1014, 'grad_norm': 2.7145884037017822, 'learning_rate': 2.830188679245283e-05, 'epoch': 14.15}
{'loss': -2.1042, 'grad_norm': 2.420592784881592, 'learning_rate': 2.867924528301887e-05, 'epoch': 14.34}
{'loss': -2.1293, 'grad_norm': 3.918062448501587, 'learning_rate': 2.9056603773584905e-05, 'epoch': 14.53}
{'loss': -2.1386, 'grad_norm': 2.5715036392211914, 'learning_rate': 2.9433962264150944e-05, 'epoch': 14.72}
{'loss': -2.1502, 'grad_norm': 1.8609910011291504, 'learning_rate': 2.9811320754716983e-05, 'epoch': 14.91}
{'loss': -2.1666, 'grad_norm': 3.0194501876831055, 'learning_rate': 3.018867924528302e-05, 'epoch': 15.09}
{'loss': -2.1732, 'grad_norm': 5.229915618896484, 'learning_rate': 3.056603773584906e-05, 'epoch': 15.28}
